Tanggal;Hujan
2018-08-13;0
2018-08-14;0
2018-08-15;0
2018-08-16;0
2018-08-17;0
2018-08-18;0
2018-08-19;0
2018-08-20;0
2018-08-21;0.25
2018-08-22;0.04
2018-08-23;0.02
2018-08-24;0
2018-08-25;0.01
2018-08-26;0.02
2018-08-27;0.01
2018-08-28;0
2018-08-29;15.07
2018-08-30;3.56
2018-08-31;0
2018-09-01;0.91
2018-09-02;0.06
2018-09-03;0
2018-09-04;0
2018-09-05;0
2018-09-06;0.1
2018-09-07;0.04
2018-09-08;0.01
2018-09-09;0.01
2018-09-10;0
2018-09-11;0
2018-09-12;0
2018-09-13;0
2018-09-14;0
2018-09-15;0
2018-09-16;0
2018-09-17;0
2018-09-18;0
2018-09-19;0
2018-09-20;0
2018-09-21;0
2018-09-22;0.07
2018-09-23;0.04
2018-09-24;0
2018-09-25;0
2018-09-26;0
2018-09-27;0
2018-09-28;0
2018-09-29;0
2018-09-30;0
2018-10-01;0
2018-10-02;0.15
2018-10-03;0.42
2018-10-04;0.14
2018-10-05;0
2018-10-06;0
2018-10-07;0
2018-10-08;0
2018-10-09;0
2018-10-10;0
2018-10-11;0
2018-10-12;0
2018-10-13;0.46
2018-10-14;0.18
2018-10-15;1.98
2018-10-16;0.56
2018-10-17;0
2018-10-18;0
2018-10-19;0
2018-10-20;0.18
2018-10-21;0.2
2018-10-22;0.05
2018-10-23;0.72
2018-10-24;1.54
2018-10-25;0.04
2018-10-26;0
2018-10-27;0
2018-10-28;0
2018-10-29;0.45
2018-10-30;0.06
2018-10-31;5.45
2018-11-01;9.94
2018-11-02;0.02
2018-11-03;0.5
2018-11-04;0.14
2018-11-05;0.94
2018-11-06;1.24
2018-11-07;7.32
2018-11-08;11.27
2018-11-09;4.2
2018-11-10;1.46
2018-11-11;0.01
2018-11-12;8.6
2018-11-13;4.69
2018-11-14;0.88
2018-11-15;0.33
2018-11-16;0.28
2018-11-17;2.38
2018-11-18;7.66
2018-11-19;1.27
2018-11-20;8.81
2018-11-21;2.19
2018-11-22;0.79
2018-11-23;0.01
2018-11-24;7.75
2018-11-25;28.31
2018-11-26;24.53
2018-11-27;1.48
2018-11-28;12.48
2018-11-29;7.04
2018-11-30;17.82
2018-12-01;5.47
2018-12-02;29.81
2018-12-03;16.45
2018-12-04;3.75
2018-12-05;2.9
2018-12-06;0.67
2018-12-07;4.91
2018-12-08;3.91
2018-12-09;2.34
2018-12-10;0
2018-12-11;6.14
2018-12-12;23.26
2018-12-13;7.57
2018-12-14;2.77
2018-12-15;27.97
2018-12-16;0.16
2018-12-17;0
2018-12-18;17.85
2018-12-19;18.68
2018-12-20;9.87
2018-12-21;8.48
2018-12-22;38.82
2018-12-23;9.13
2018-12-24;1.43
2018-12-25;8.49
2018-12-26;10.92
2018-12-27;22.08
2018-12-28;2.42
2018-12-29;0.42
2018-12-30;0.08
2018-12-31;2.05
2019-01-01;1.65
2019-01-02;9.01
2019-01-03;22.98
2019-01-04;6.71
2019-01-05;1.05
2019-01-06;0.53
2019-01-07;10.97
2019-01-08;4.48
2019-01-09;1.37
2019-01-10;0.51
2019-01-11;1.56
2019-01-12;2.52
2019-01-13;3.21
2019-01-14;5.02
2019-01-15;14.85
2019-01-16;48.98
2019-01-17;61.95
2019-01-18;16.6
2019-01-19;40.63
2019-01-20;67.54
2019-01-21;18.22
2019-01-22;17.09
2019-01-23;17.37
2019-01-24;17.22
2019-01-25;9.69
2019-01-26;7.94
2019-01-27;19.95
2019-01-28;5.91
2019-01-29;0.8
2019-01-30;2.98
2019-01-31;13.62
2019-02-01;36.24
2019-02-02;88.29
2019-02-03;19.25
2019-02-04;35.39
2019-02-05;19.91
2019-02-06;28.33
2019-02-07;22.45
2019-02-08;10.08
2019-02-09;6.86
2019-02-10;8.98
2019-02-11;18.4
2019-02-12;10.44
2019-02-13;3.06
2019-02-14;4.05
2019-02-15;8.61
2019-02-16;6.29
2019-02-17;1.46
2019-02-18;0.29
2019-02-19;3.65
2019-02-20;7.63
2019-02-21;2.12
2019-02-22;2.24
2019-02-23;1.53
2019-02-24;0.46
2019-02-25;0.03
2019-02-26;0.06
2019-02-27;7.07
2019-02-28;26.16
2019-03-01;16.78
2019-03-02;10.4
2019-03-03;7.89
2019-03-04;1
2019-03-05;8.44
2019-03-06;5.43
2019-03-07;6.71
2019-03-08;0.34
2019-03-09;10.84
2019-03-10;1.32
2019-03-11;0.36
2019-03-12;4.1
2019-03-13;23.06
2019-03-14;8.29
2019-03-15;6.52
2019-03-16;12.53
2019-03-17;31.27
2019-03-18;19.38
2019-03-19;20.14
2019-03-20;4.78
2019-03-21;4.72
2019-03-22;2.77
2019-03-23;8.22
2019-03-24;3.71
2019-03-25;1.24
2019-03-26;1.8
2019-03-27;2.6
2019-03-28;6.76
2019-03-29;1.73
2019-03-30;1.02
2019-03-31;7.89
2019-04-01;30.74
2019-04-02;28.58
2019-04-03;2.09
2019-04-04;2.51
2019-04-05;3.23
2019-04-06;11.08
2019-04-07;10.06
2019-04-08;12.07
2019-04-09;7.86
2019-04-10;38.64
2019-04-11;16.96
2019-04-12;7.64
2019-04-13;8.37
2019-04-14;15.1
2019-04-15;4.46
2019-04-16;6.44
2019-04-17;0.77
2019-04-18;2.69
2019-04-19;0.18
2019-04-20;3.53
2019-04-21;0.46
2019-04-22;0.06
2019-04-23;0.05
2019-04-24;0.02
2019-04-25;1.36
2019-04-26;2.58
2019-04-27;2.87
2019-04-28;31.27
2019-04-29;26.04
2019-04-30;9.49
2019-05-01;20.21
2019-05-02;4.62
2019-05-03;0.51
2019-05-04;0.91
2019-05-05;2.73
2019-05-06;1.55
2019-05-07;0.45
2019-05-08;0.04
2019-05-09;1.19
2019-05-10;0.08
2019-05-11;0
2019-05-12;0.22
2019-05-13;0.02
2019-05-14;0
2019-05-15;0.55
2019-05-16;0.44
2019-05-17;0
2019-05-18;0
2019-05-19;0
2019-05-20;0
2019-05-21;0
2019-05-22;0
2019-05-23;0.35
2019-05-24;0.02
2019-05-25;0
2019-05-26;0
2019-05-27;0
2019-05-28;0.03
2019-05-29;0.09
2019-05-30;0.01
2019-05-31;0
2019-06-01;0
2019-06-02;0
2019-06-03;0
2019-06-04;0
2019-06-05;0
2019-06-06;0
2019-06-07;0
2019-06-08;0
2019-06-09;0.2
2019-06-10;0
2019-06-11;0
2019-06-12;0
2019-06-13;0.12
2019-06-14;1.13
2019-06-15;0.02
2019-06-16;0
2019-06-17;0
2019-06-18;0.01
2019-06-19;0.02
2019-06-20;0
2019-06-21;0
2019-06-22;0
2019-06-23;0
2019-06-24;0
2019-06-25;0
2019-06-26;0
2019-06-27;0
2019-06-28;0
2019-06-29;0
2019-06-30;0
2019-07-01;0
2019-07-02;0
2019-07-03;0.16
2019-07-04;0.56
2019-07-05;0.15
2019-07-06;0
2019-07-07;0
2019-07-08;0
2019-07-09;0
2019-07-10;0
2019-07-11;0
2019-07-12;0
2019-07-13;0
2019-07-14;0
2019-07-15;0
2019-07-16;0
2019-07-17;0
2019-07-18;0
2019-07-19;0
2019-07-20;0.01
2019-07-21;0
2019-07-22;0
2019-07-23;0
2019-07-24;0.01
2019-07-25;0.01
2019-07-26;0
2019-07-27;0.01
2019-07-28;0.01
2019-07-29;0
2019-07-30;0
2019-07-31;0
2019-08-01;0
2019-08-02;0
2019-08-03;0.14
2019-08-04;0.17
2019-08-05;0
2019-08-06;0
2019-08-07;0.02
2019-08-08;0.01
2019-08-09;0
2019-08-10;0
2019-08-11;0
2019-08-12;0
2019-08-13;0
2019-08-14;0
2019-08-15;0
2019-08-16;0
2019-08-17;0
2019-08-18;0
2019-08-19;0.02
2019-08-20;0.01
2019-08-21;0
2019-08-22;0
2019-08-23;0
2019-08-24;0
2019-08-25;0
2019-08-26;0
2019-08-27;0
2019-08-28;0
2019-08-29;0
2019-08-30;0
2019-08-31;12.16
2019-09-01;3.1
2019-09-02;0
2019-09-03;0
2019-09-04;0
2019-09-05;0
2019-09-06;0
2019-09-07;0
2019-09-08;0
2019-09-09;0
2019-09-10;0
2019-09-11;0
2019-09-12;0
2019-09-13;0.08
2019-09-14;0.17
2019-09-15;0.08
2019-09-16;0.1
2019-09-17;0
2019-09-18;0
2019-09-19;0
2019-09-20;0
2019-09-21;0
2019-09-22;0
2019-09-23;0
2019-09-24;0
2019-09-25;0
2019-09-26;0.5
2019-09-27;0.05
2019-09-28;1.65
2019-09-29;0.76
2019-09-30;10.64
2019-10-01;4.71
2019-10-02;0
2019-10-03;0
2019-10-04;0
2019-10-05;0
2019-10-06;0
2019-10-07;0
2019-10-08;0
2019-10-09;0
2019-10-10;0
2019-10-11;0
2019-10-12;0
2019-10-13;0
2019-10-14;0
2019-10-15;0
2019-10-16;0
2019-10-17;0
2019-10-18;0
2019-10-19;0.01
2019-10-20;0.02
2019-10-21;0
2019-10-22;0
2019-10-23;0
2019-10-24;0
2019-10-25;0
2019-10-26;0
2019-10-27;0
2019-10-28;0
2019-10-29;0
2019-10-30;0
2019-10-31;0.15
2019-11-01;0.18
2019-11-02;7.63
2019-11-03;3.12
2019-11-04;0.14
2019-11-05;0
2019-11-06;0
2019-11-07;0.19
2019-11-08;0.19
2019-11-09;0
2019-11-10;0
2019-11-11;0.12
2019-11-12;0.19
2019-11-13;1.59
2019-11-14;0.57
2019-11-15;0.11
2019-11-16;0
2019-11-17;0
2019-11-18;0
2019-11-19;0
2019-11-20;0
2019-11-21;0
2019-11-22;0
2019-11-23;0
2019-11-24;0
2019-11-25;0
2019-11-26;2.78
2019-11-27;5.11
2019-11-28;0
2019-11-29;1.21
2019-11-30;0.56
2019-12-01;0.07
2019-12-02;0.53
2019-12-03;1.1
2019-12-04;20.91
2019-12-05;2.9
2019-12-06;0.42
2019-12-07;0.07
2019-12-08;0.4
2019-12-09;9.21
2019-12-10;14.88
2019-12-11;1.43
2019-12-12;0
2019-12-13;3.65
2019-12-14;2.33
2019-12-15;8.23
2019-12-16;14.7
2019-12-17;5.31
2019-12-18;1.34
2019-12-19;0.24
2019-12-20;3.26
2019-12-21;2.81
2019-12-22;2.39
2019-12-23;10.68
2019-12-24;0.35
2019-12-25;25.75
2019-12-26;7.72
2019-12-27;14.73
2019-12-28;3.83
2019-12-29;1.28
2019-12-30;5.42
2019-12-31;7.06
2020-01-01;5.41
2020-01-02;2.11
2020-01-03;9.21
2020-01-04;2.33
2020-01-05;15.64
2020-01-06;42.8
2020-01-07;18.46
2020-01-08;18.92
2020-01-09;26.31
2020-01-10;15.51
2020-01-11;10.5
2020-01-12;0.67
2020-01-13;1.42
2020-01-14;0.17
2020-01-15;0.88
2020-01-16;1.4
2020-01-17;0.25
2020-01-18;10.1
2020-01-19;17.5
2020-01-20;16.51
2020-01-21;9.65
2020-01-22;2.28
2020-01-23;1.28
2020-01-24;2.99
2020-01-25;10.99
2020-01-26;2.42
2020-01-27;13.58
2020-01-28;2.33
2020-01-29;0.1
2020-01-30;11.17
2020-01-31;46.85
2020-02-01;33.35
2020-02-02;24.14
2020-02-03;2.11
2020-02-04;1.52
2020-02-05;2.84
2020-02-06;1.58
2020-02-07;21.82
2020-02-08;2.56
2020-02-09;0.38
2020-02-10;7.64
2020-02-11;14.36
2020-02-12;12.36
2020-02-13;1.44
2020-02-14;0.46
2020-02-15;3.14
2020-02-16;12.37
2020-02-17;42.17
2020-02-18;2.54
2020-02-19;6.89
2020-02-20;3.07
2020-02-21;21.02
2020-02-22;40.92
2020-02-23;18.81
2020-02-24;12
2020-02-25;48.97
2020-02-26;17.86
2020-02-27;19.53
2020-02-28;30.79
2020-02-29;30.88
2020-03-01;13.25
2020-03-02;7.88
2020-03-03;12.58
2020-03-04;19.75
2020-03-05;7.13
2020-03-06;11.03
2020-03-07;37.61
2020-03-08;27.9
2020-03-09;27.07
2020-03-10;0.56
2020-03-11;0.05
2020-03-12;0.01
2020-03-13;29.05
2020-03-14;4.63
2020-03-15;12.87
2020-03-16;14.63
2020-03-17;20.6
2020-03-18;4.55
2020-03-19;1.95
2020-03-20;0.81
2020-03-21;0.34
2020-03-22;0.89
2020-03-23;21.83
2020-03-24;1.05
2020-03-25;1.82
2020-03-26;0.36
2020-03-27;9.78
2020-03-28;18.73
2020-03-29;2.69
2020-03-30;0.6
2020-03-31;0.91
2020-04-01;1.21
2020-04-02;1.51
2020-04-03;1.46
2020-04-04;21.89
2020-04-05;50.7
2020-04-06;6.13
2020-04-07;4.42
2020-04-08;2.67
2020-04-09;9.37
2020-04-10;16.5
2020-04-11;18.38
2020-04-12;17.51
2020-04-13;41.08
2020-04-14;14.32
2020-04-15;5.62
2020-04-16;20.28
2020-04-17;11.37
2020-04-18;3.41
2020-04-19;3.64
2020-04-20;23.9
2020-04-21;26.42
2020-04-22;1.4
2020-04-23;0.31
2020-04-24;0.02
2020-04-25;2.08
2020-04-26;3.18
2020-04-27;0.06
2020-04-28;11.14
2020-04-29;16.49
2020-04-30;4.34
2020-05-01;0.79
2020-05-02;2.76
2020-05-03;2.72
2020-05-04;22.53
2020-05-05;3.73
2020-05-06;0.32
2020-05-07;0.16
2020-05-08;1.98
2020-05-09;8.57
2020-05-10;13.48
2020-05-11;9.85
2020-05-12;2.04
2020-05-13;0.5
2020-05-14;0.06
2020-05-15;0
2020-05-16;0.01
2020-05-17;0.35
2020-05-18;2.34
2020-05-19;4.97
2020-05-20;5.63
2020-05-21;10.49
2020-05-22;6.88
2020-05-23;1.91
2020-05-24;0.02
2020-05-25;25.94
2020-05-26;22.49
2020-05-27;22.62
2020-05-28;31.24
2020-05-29;13.12
2020-05-30;11.77
2020-05-31;6.88
2020-06-01;2.38
2020-06-02;1.27
2020-06-03;0.09
2020-06-04;0
2020-06-05;0.92
2020-06-06;0.11
2020-06-07;0.2
2020-06-08;0.07
2020-06-09;0.38
2020-06-10;0.01
2020-06-11;0.03
2020-06-12;0
2020-06-13;4.87
2020-06-14;16.25
2020-06-15;7.25
2020-06-16;0.89
2020-06-17;0.03
2020-06-18;0
2020-06-19;0.01
2020-06-20;0
2020-06-21;0.84
2020-06-22;0.22
2020-06-23;0.03
2020-06-24;0.64
2020-06-25;0.2
2020-06-26;0.01
2020-06-27;0.01
2020-06-28;0.01
2020-06-29;0.05
2020-06-30;0
2020-07-01;0.21
2020-07-02;3.19
2020-07-03;1.13
2020-07-04;0
2020-07-05;0.35
2020-07-06;5.18
2020-07-07;0.23
2020-07-08;0.12
2020-07-09;0.02
2020-07-10;0.54
2020-07-11;0.13
2020-07-12;0
2020-07-13;0
2020-07-14;0
2020-07-15;6.2
2020-07-16;0.26
2020-07-17;0.21
2020-07-18;0.27
2020-07-19;2.73
2020-07-20;0.42
2020-07-21;0.16
2020-07-22;0.03
2020-07-23;0
2020-07-24;0.1
2020-07-25;0.01
2020-07-26;0
2020-07-27;0.03
2020-07-28;0.03
2020-07-29;0
2020-07-30;0
2020-07-31;0
2020-08-01;0
2020-08-02;0
2020-08-03;0
2020-08-04;0
2020-08-05;0.68
2020-08-06;0.13
2020-08-07;0.07
2020-08-08;0.02
2020-08-09;0.61
2020-08-10;1.98
2020-08-11;14.21
2020-08-12;3.31
2020-08-13;0.55
2020-08-14;0.12
2020-08-15;1.94
2020-08-16;0.54
2020-08-17;0
2020-08-18;0.51
2020-08-19;0.14
2020-08-20;0.06
2020-08-21;0
2020-08-22;0
2020-08-23;0.01
2020-08-24;0
2020-08-25;0
2020-08-26;0
2020-08-27;0
2020-08-28;0.05
2020-08-29;0.53
2020-08-30;0.02
2020-08-31;0.01
2020-09-01;0.01
2020-09-02;0.27
2020-09-03;1.9
2020-09-04;0.91
2020-09-05;0.33
2020-09-06;0.1
2020-09-07;0.03
2020-09-08;0
2020-09-09;0
2020-09-10;0
2020-09-11;0
2020-09-12;0
2020-09-13;0
2020-09-14;0
2020-09-15;0
2020-09-16;0.21
2020-09-17;0.1
2020-09-18;0
2020-09-19;0
2020-09-20;0
2020-09-21;1.42
2020-09-22;1.31
2020-09-23;0.14
2020-09-24;0
2020-09-25;0.03
2020-09-26;0.61
2020-09-27;1.51
2020-09-28;0.6
2020-09-29;0.06
2020-09-30;0.04
2020-10-01;0.57
2020-10-02;0.73
2020-10-03;0.12
2020-10-04;0.1
2020-10-05;0.05
2020-10-06;0.08
2020-10-07;0.01
2020-10-08;0.01
2020-10-09;0.08
2020-10-10;6.21
2020-10-11;0.49
2020-10-12;4.8
2020-10-13;0.54
2020-10-14;3.42
2020-10-15;1.87
2020-10-16;0.26
2020-10-17;0.16
2020-10-18;0.33
2020-10-19;4.29
2020-10-20;3.11
2020-10-21;1.54
2020-10-22;6.09
2020-10-23;3.04
2020-10-24;4.82
2020-10-25;8.6
2020-10-26;5.35
2020-10-27;1.6
2020-10-28;0.47
2020-10-29;2.57
2020-10-30;7.18
2020-10-31;35.29
2020-11-01;9.63
2020-11-02;25.98
2020-11-03;5.24
2020-11-04;0.06
2020-11-05;0.57
2020-11-06;0.17
2020-11-07;0.1
2020-11-08;0.22
2020-11-09;13.12
2020-11-10;4.33
2020-11-11;7.48
2020-11-12;2.7
2020-11-13;0
2020-11-14;3.27
2020-11-15;4.15
2020-11-16;2.95
2020-11-17;1
2020-11-18;0.53
2020-11-19;1.24
2020-11-20;6.47
2020-11-21;1.57
2020-11-22;6.68
2020-11-23;3.27
2020-11-24;1.4
2020-11-25;0.13
2020-11-26;4.54
2020-11-27;6.89
2020-11-28;7.89
2020-11-29;15.85
2020-11-30;3.93
2020-12-01;2.05
2020-12-02;17.5
2020-12-03;20.47
2020-12-04;29.32
2020-12-05;59.62
2020-12-06;11.02
2020-12-07;17.6
2020-12-08;9.38
2020-12-09;13.24
2020-12-10;14.2
2020-12-11;12.26
2020-12-12;34.26
2020-12-13;24.63
2020-12-14;5.23
2020-12-15;21.17
2020-12-16;10.88
2020-12-17;23.08
2020-12-18;23.89
2020-12-19;17.87
2020-12-20;1.95
2020-12-21;3.1
2020-12-22;8.57
2020-12-23;1.04
2020-12-24;2.22
2020-12-25;2.24
2020-12-26;3.9
2020-12-27;47.82
2020-12-28;33.78
2020-12-29;18.72
2020-12-30;38.73
2020-12-31;15.2
2021-01-01;17.66
2021-01-02;19.98
2021-01-03;12.2
2021-01-04;13.65
2021-01-05;30.04
2021-01-06;14.13
2021-01-07;57.83
2021-01-08;8.83
2021-01-09;5.06
2021-01-10;9.38
2021-01-11;5.78
2021-01-12;1.87
2021-01-13;16.46
2021-01-14;0.85
2021-01-15;0.63
2021-01-16;3.57
2021-01-17;3.35
2021-01-18;11.57
2021-01-19;5.47
2021-01-20;14.28
2021-01-21;8.89
2021-01-22;26.7
2021-01-23;21.64
2021-01-24;34.69
2021-01-25;17.02
2021-01-26;16.17
2021-01-27;34.32
2021-01-28;19.1
2021-01-29;5.78
2021-01-30;5.57
2021-01-31;21.17
2021-02-01;4.95
2021-02-02;6.82
2021-02-03;12.93
2021-02-04;28.55
2021-02-05;16.33
2021-02-06;13.47
2021-02-07;5.21
2021-02-08;33.85
2021-02-09;9.37
2021-02-10;20.65
2021-02-11;4.33
2021-02-12;14.61
2021-02-13;19.21
2021-02-14;19.41
2021-02-15;22.32
2021-02-16;41.16
2021-02-17;31.95
2021-02-18;0.43
2021-02-19;2.24
2021-02-20;11.92
2021-02-21;13.35
2021-02-22;2.57
2021-02-23;35.77
2021-02-24;19.24
2021-02-25;24.59
2021-02-26;25.83
2021-02-27;57.12
2021-02-28;5.36
2021-03-01;22.12
2021-03-02;27.67
2021-03-03;5.36
2021-03-04;9.39
2021-03-05;25.9
2021-03-06;28.96
2021-03-07;5.96
2021-03-08;1.69
2021-03-09;2.19
2021-03-10;1.11
2021-03-11;1.23
2021-03-12;6.48
2021-03-13;13.83
2021-03-14;1.96
2021-03-15;4.05
2021-03-16;3.35
2021-03-17;14.82
2021-03-18;19.43
2021-03-19;23.59
2021-03-20;3.15
2021-03-21;35.54
2021-03-22;8.13
2021-03-23;15.95
2021-03-24;11.45
2021-03-25;4.04
2021-03-26;0.22
2021-03-27;9.54
2021-03-28;0.95
2021-03-29;2.37
2021-03-30;4.46
2021-03-31;3.07
2021-04-01;8.04
2021-04-02;2.39
2021-04-03;3.79
2021-04-04;14.37
2021-04-05;1.37
2021-04-06;18.15
2021-04-07;13.67
2021-04-08;6.35
2021-04-09;0.95
2021-04-10;1.41
2021-04-11;1.57
2021-04-12;1.59
2021-04-13;0.32
2021-04-14;0.02
2021-04-15;0
2021-04-16;0.06
2021-04-17;0.46
2021-04-18;0.32
2021-04-19;0.64
2021-04-20;0
2021-04-21;0
2021-04-22;0
2021-04-23;0
2021-04-24;10.18
2021-04-25;6.14
2021-04-26;0
2021-04-27;0.4
2021-04-28;7.59
2021-04-29;1.3
2021-04-30;0.43
2021-05-01;2.84
2021-05-02;4.55
2021-05-03;3.51
2021-05-04;0.02
2021-05-05;0.07
2021-05-06;0.1
2021-05-07;9.36
2021-05-08;4.64
2021-05-09;0
2021-05-10;0
2021-05-11;0.95
2021-05-12;0.32
2021-05-13;0
2021-05-14;0
2021-05-15;0.25
2021-05-16;0.18
2021-05-17;2.88
2021-05-18;8.98
2021-05-19;5.57
2021-05-20;0.75
2021-05-21;0.13
2021-05-22;0.77
2021-05-23;1.34
2021-05-24;0.55
2021-05-25;0.23
2021-05-26;0
2021-05-27;0.51
2021-05-28;4.96
2021-05-29;0.99
2021-05-30;0.84
2021-05-31;0.73
2021-06-01;2.34
2021-06-02;0.5
2021-06-03;0.43
2021-06-04;0.78
2021-06-05;0.4
2021-06-06;0
2021-06-07;0.45
2021-06-08;1.33
2021-06-09;3.46
2021-06-10;4.59
2021-06-11;4.93
2021-06-12;1.65
2021-06-13;0.07
2021-06-14;2.11
2021-06-15;3
2021-06-16;9.08
2021-06-17;11.97
2021-06-18;0.52
2021-06-19;1.05
2021-06-20;2.7
2021-06-21;2.22
2021-06-22;0.7
2021-06-23;17.23
2021-06-24;34.92
2021-06-25;3.45
2021-06-26;0.07
2021-06-27;3.28
2021-06-28;18.5
2021-06-29;3.65
2021-06-30;0.85
2021-07-01;0.09
2021-07-02;0
2021-07-03;0
2021-07-04;0
2021-07-05;0
2021-07-06;0
2021-07-07;0.01
2021-07-08;3.15
2021-07-09;4.6
2021-07-10;0.41
2021-07-11;0
2021-07-12;0
2021-07-13;0
2021-07-14;0
2021-07-15;0
2021-07-16;0
2021-07-17;0.13
2021-07-18;0.03
2021-07-19;0
2021-07-20;0
2021-07-21;0
2021-07-22;0
2021-07-23;0.23
2021-07-24;0.01
2021-07-25;0
2021-07-26;0
2021-07-27;0
2021-07-28;0
2021-07-29;0
2021-07-30;0
2021-07-31;0.65
2021-08-01;0.22
2021-08-02;3.76
2021-08-03;1.09
2021-08-04;0.02
2021-08-05;0
2021-08-06;0
2021-08-07;0
2021-08-08;0
2021-08-09;0
2021-08-10;0
2021-08-11;0
2021-08-12;0.06
2021-08-13;1.03
2021-08-14;0.27
2021-08-15;0.61
2021-08-16;0.23
2021-08-17;0.02
2021-08-18;0.45
2021-08-19;0.89
2021-08-20;0.08
2021-08-21;0
2021-08-22;0
2021-08-23;0
2021-08-24;0
2021-08-25;0
2021-08-26;0
2021-08-27;0
2021-08-28;0.14
2021-08-29;0.07
2021-08-30;0.02
2021-08-31;0
2021-09-01;0
2021-09-02;0
2021-09-03;0
2021-09-04;0.04
2021-09-05;0.01
2021-09-06;0.36
2021-09-07;4.24
2021-09-08;1.08
2021-09-09;0.07
2021-09-10;0
2021-09-11;8.43
2021-09-12;6.68
2021-09-13;2.7
2021-09-14;31.88
2021-09-15;2.2
2021-09-16;0.69
2021-09-17;0.13
2021-09-18;0
2021-09-19;0
2021-09-20;0.87
2021-09-21;2.03
2021-09-22;3.15
2021-09-23;1.74
2021-09-24;0.67
2021-09-25;0.57
2021-09-26;2.1
2021-09-27;1.93
2021-09-28;0.68
2021-09-29;0
2021-09-30;0.32
2021-10-01;0.48
2021-10-02;0
2021-10-03;0.77
2021-10-04;7.23
2021-10-05;1.85
2021-10-06;2.71
2021-10-07;0.26
2021-10-08;0.39
2021-10-09;0.06
2021-10-10;0
2021-10-11;0
2021-10-12;0
2021-10-13;0
2021-10-14;0
2021-10-15;0
2021-10-16;1.08
2021-10-17;1.88
2021-10-18;3.65
2021-10-19;1.97
2021-10-20;0.36
2021-10-21;0.69
2021-10-22;0.87
2021-10-23;0.37
2021-10-24;0.01
2021-10-25;2.78
2021-10-26;1.7
2021-10-27;0.7
2021-10-28;2.27
2021-10-29;0.32
2021-10-30;1.07
2021-10-31;2.44
2021-11-01;5.38
2021-11-02;1.92
2021-11-03;0.24
2021-11-04;11.9
2021-11-05;5.54
2021-11-06;1.35
2021-11-07;0.47
2021-11-08;0.62
2021-11-09;0.74
2021-11-10;7.11
2021-11-11;23.71
2021-11-12;20.89
2021-11-13;15.87
2021-11-14;34.8
2021-11-15;9.36
2021-11-16;6.25
2021-11-17;3.44
2021-11-18;0.95
2021-11-19;6.96
2021-11-20;14.81
2021-11-21;5.21
2021-11-22;0.84
2021-11-23;12.95
2021-11-24;10.23
2021-11-25;0.38
2021-11-26;17.54
2021-11-27;2.33
2021-11-28;44.53
2021-11-29;16.6
2021-11-30;26.01
2021-12-01;19.57
2021-12-02;14.94
2021-12-03;17.56
2021-12-04;5.55
2021-12-05;4.53
2021-12-06;7.58
2021-12-07;3.17
2021-12-08;16.26
2021-12-09;23.88
2021-12-10;8.98
2021-12-11;14.88
2021-12-12;22.1
2021-12-13;13.95
2021-12-14;36.14
2021-12-15;20.3
2021-12-16;0.29
2021-12-17;0.67
2021-12-18;0.11
2021-12-19;6.87
2021-12-20;10.96
2021-12-21;12.69
2021-12-22;0.61
2021-12-23;5.28
2021-12-24;1.73
2021-12-25;14.87
2021-12-26;19.17
2021-12-27;28.19
2021-12-28;21.75
2021-12-29;6.84
2021-12-30;35.53
2021-12-31;32.76
2022-01-01;7.94
2022-01-02;21.95
2022-01-03;14.6
2022-01-04;7.64
2022-01-05;1.12
2022-01-06;9.6
2022-01-07;39.13
2022-01-08;3.96
2022-01-09;9.39
2022-01-10;4.92
2022-01-11;24.54
2022-01-12;5.7
2022-01-13;1.85
2022-01-14;0.74
2022-01-15;1.1
2022-01-16;2.25
2022-01-17;3.59
2022-01-18;18.2
2022-01-19;22.11
2022-01-20;28.92
2022-01-21;10.13
2022-01-22;5.31
2022-01-23;0.53
2022-01-24;0.04
2022-01-25;1.59
2022-01-26;2.16
2022-01-27;1.76
2022-01-28;13.64
2022-01-29;27.85
2022-01-30;22.94
2022-01-31;6.07
2022-02-01;4.42
2022-02-02;3.83
2022-02-03;6.02
2022-02-04;17.96
2022-02-05;2.68
2022-02-06;13.31
2022-02-07;9.39
2022-02-08;3.5
2022-02-09;24.28
2022-02-10;8.72
2022-02-11;10.64
2022-02-12;17.43
2022-02-13;12.74
2022-02-14;4.43
2022-02-15;0.39
2022-02-16;2.2
2022-02-17;7.57
2022-02-18;14.58
2022-02-19;0.17
2022-02-20;2.27
2022-02-21;17.43
2022-02-22;10.72
2022-02-23;28.74
2022-02-24;20.85
2022-02-25;29.26
2022-02-26;8.52
2022-02-27;8.86
2022-02-28;16.98
2022-03-01;4.93
2022-03-02;3.27
2022-03-03;1.21
2022-03-04;11.8
2022-03-05;22
2022-03-06;17.28
2022-03-07;24.98
2022-03-08;11.23
2022-03-09;9.15
2022-03-10;25.43
2022-03-11;10.75
2022-03-12;5.4
2022-03-13;28.4
2022-03-14;8.33
2022-03-15;2.32
2022-03-16;8.84
2022-03-17;0.02
2022-03-18;0.27
2022-03-19;19.72
2022-03-20;25.93
2022-03-21;12.97
2022-03-22;17.42
2022-03-23;3.09
2022-03-24;0.74
2022-03-25;20.73
2022-03-26;11.93
2022-03-27;19.25
2022-03-28;7.8
2022-03-29;6.45
2022-03-30;4.04
