Tanggal;Hujan
11/08/2018;0,2
12/08/2018;0,03
13/08/2018;0
14/08/2018;0
15/08/2018;0
16/08/2018;0
17/08/2018;0
18/08/2018;0
19/08/2018;0
20/08/2018;0
21/08/2018;0,25
22/08/2018;0,04
23/08/2018;0,02
24/08/2018;0
25/08/2018;0,01
26/08/2018;0,02
27/08/2018;0,01
28/08/2018;0
29/08/2018;15,07
30/08/2018;3,56
31/08/2018;0
01/09/2018;0,91
02/09/2018;0,06
03/09/2018;0
04/09/2018;0
05/09/2018;0
06/09/2018;0,1
07/09/2018;0,04
08/09/2018;0,01
09/09/2018;0,01
10/09/2018;0
11/09/2018;0
12/09/2018;0
13/09/2018;0
14/09/2018;0
15/09/2018;0
16/09/2018;0
17/09/2018;0
18/09/2018;0
19/09/2018;0
20/09/2018;0
21/09/2018;0
22/09/2018;0,07
23/09/2018;0,04
24/09/2018;0
25/09/2018;0
26/09/2018;0
27/09/2018;0
28/09/2018;0
29/09/2018;0
30/09/2018;0
01/10/2018;0
02/10/2018;0,15
03/10/2018;0,42
04/10/2018;0,14
05/10/2018;0
06/10/2018;0
07/10/2018;0
08/10/2018;0
09/10/2018;0
10/10/2018;0
11/10/2018;0
12/10/2018;0
13/10/2018;0,46
14/10/2018;0,18
15/10/2018;1,98
16/10/2018;0,56
17/10/2018;0
18/10/2018;0
19/10/2018;0
20/10/2018;0,18
21/10/2018;0,2
22/10/2018;0,05
23/10/2018;0,72
24/10/2018;1,54
25/10/2018;0,04
26/10/2018;0
27/10/2018;0
28/10/2018;0
29/10/2018;0,45
30/10/2018;0,06
31/10/2018;5,45
01/11/2018;9,94
02/11/2018;0,02
03/11/2018;0,5
04/11/2018;0,14
05/11/2018;0,94
06/11/2018;1,24
07/11/2018;7,32
08/11/2018;11,27
09/11/2018;4,2
10/11/2018;1,46
11/11/2018;0,01
12/11/2018;8,6
13/11/2018;4,69
14/11/2018;0,88
15/11/2018;0,33
16/11/2018;0,28
17/11/2018;2,38
18/11/2018;7,66
19/11/2018;1,27
20/11/2018;8,81
21/11/2018;2,19
22/11/2018;0,79
23/11/2018;0,01
24/11/2018;7,75
25/11/2018;28,31
26/11/2018;24,53
27/11/2018;1,48
28/11/2018;12,48
29/11/2018;7,04
30/11/2018;17,82
01/12/2018;5,47
02/12/2018;29,81
03/12/2018;16,45
04/12/2018;3,75
05/12/2018;2,9
06/12/2018;0,67
07/12/2018;4,91
08/12/2018;3,91
09/12/2018;2,34
10/12/2018;0
11/12/2018;6,14
12/12/2018;23,26
13/12/2018;7,57
14/12/2018;2,77
15/12/2018;27,97
16/12/2018;0,16
17/12/2018;0
18/12/2018;17,85
19/12/2018;18,68
20/12/2018;9,87
21/12/2018;8,48
22/12/2018;38,82
23/12/2018;9,13
24/12/2018;1,43
25/12/2018;8,49
26/12/2018;10,92
27/12/2018;22,08
28/12/2018;2,42
29/12/2018;0,42
30/12/2018;0,08
31/12/2018;2,05
01/01/2019;1,65
02/01/2019;9,01
03/01/2019;22,98
04/01/2019;6,71
05/01/2019;1,05
06/01/2019;0,53
07/01/2019;10,97
08/01/2019;4,48
09/01/2019;1,37
10/01/2019;0,51
11/01/2019;1,56
12/01/2019;2,52
13/01/2019;3,21
14/01/2019;5,02
15/01/2019;14,85
16/01/2019;48,98
17/01/2019;61,95
18/01/2019;16,6
19/01/2019;40,63
20/01/2019;67,54
21/01/2019;18,22
22/01/2019;17,09
23/01/2019;17,37
24/01/2019;17,22
25/01/2019;9,69
26/01/2019;7,94
27/01/2019;19,95
28/01/2019;5,91
29/01/2019;0,8
30/01/2019;2,98
31/01/2019;13,62
01/02/2019;36,24
02/02/2019;88,29
03/02/2019;19,25
04/02/2019;35,39
05/02/2019;19,91
06/02/2019;28,33
07/02/2019;22,45
08/02/2019;10,08
09/02/2019;6,86
10/02/2019;8,98
11/02/2019;18,4
12/02/2019;10,44
13/02/2019;3,06
14/02/2019;4,05
15/02/2019;8,61
16/02/2019;6,29
17/02/2019;1,46
18/02/2019;0,29
19/02/2019;3,65
20/02/2019;7,63
21/02/2019;2,12
22/02/2019;2,24
23/02/2019;1,53
24/02/2019;0,46
25/02/2019;0,03
26/02/2019;0,06
27/02/2019;7,07
28/02/2019;26,16
01/03/2019;16,78
02/03/2019;10,4
03/03/2019;7,89
04/03/2019;1
05/03/2019;8,44
06/03/2019;5,43
07/03/2019;6,71
08/03/2019;0,34
09/03/2019;10,84
10/03/2019;1,32
11/03/2019;0,36
12/03/2019;4,1
13/03/2019;23,06
14/03/2019;8,29
15/03/2019;6,52
16/03/2019;12,53
17/03/2019;31,27
18/03/2019;19,38
19/03/2019;20,14
20/03/2019;4,78
21/03/2019;4,72
22/03/2019;2,77
23/03/2019;8,22
24/03/2019;3,71
25/03/2019;1,24
26/03/2019;1,8
27/03/2019;2,6
28/03/2019;6,76
29/03/2019;1,73
30/03/2019;1,02
31/03/2019;7,89
01/04/2019;30,74
02/04/2019;28,58
03/04/2019;2,09
04/04/2019;2,51
05/04/2019;3,23
06/04/2019;11,08
07/04/2019;10,06
08/04/2019;12,07
09/04/2019;7,86
10/04/2019;38,64
11/04/2019;16,96
12/04/2019;7,64
13/04/2019;8,37
14/04/2019;15,1
15/04/2019;4,46
16/04/2019;6,44
17/04/2019;0,77
18/04/2019;2,69
19/04/2019;0,18
20/04/2019;3,53
21/04/2019;0,46
22/04/2019;0,06
23/04/2019;0,05
24/04/2019;0,02
25/04/2019;1,36
26/04/2019;2,58
27/04/2019;2,87
28/04/2019;31,27
29/04/2019;26,04
30/04/2019;9,49
01/05/2019;20,21
02/05/2019;4,62
03/05/2019;0,51
04/05/2019;0,91
05/05/2019;2,73
06/05/2019;1,55
07/05/2019;0,45
08/05/2019;0,04
09/05/2019;1,19
10/05/2019;0,08
11/05/2019;0
12/05/2019;0,22
13/05/2019;0,02
14/05/2019;0
15/05/2019;0,55
16/05/2019;0,44
17/05/2019;0
18/05/2019;0
19/05/2019;0
20/05/2019;0
21/05/2019;0
22/05/2019;0
23/05/2019;0,35
24/05/2019;0,02
25/05/2019;0
26/05/2019;0
27/05/2019;0
28/05/2019;0,03
29/05/2019;0,09
30/05/2019;0,01
31/05/2019;0
01/06/2019;0
02/06/2019;0
03/06/2019;0
04/06/2019;0
05/06/2019;0
06/06/2019;0
07/06/2019;0
08/06/2019;0
09/06/2019;0,2
10/06/2019;0
11/06/2019;0
12/06/2019;0
13/06/2019;0,12
14/06/2019;1,13
15/06/2019;0,02
16/06/2019;0
17/06/2019;0
18/06/2019;0,01
19/06/2019;0,02
20/06/2019;0
21/06/2019;0
22/06/2019;0
23/06/2019;0
24/06/2019;0
25/06/2019;0
26/06/2019;0
27/06/2019;0
28/06/2019;0
29/06/2019;0
30/06/2019;0
01/07/2019;0
02/07/2019;0
03/07/2019;0,16
04/07/2019;0,56
05/07/2019;0,15
06/07/2019;0
07/07/2019;0
08/07/2019;0
09/07/2019;0
10/07/2019;0
11/07/2019;0
12/07/2019;0
13/07/2019;0
14/07/2019;0
15/07/2019;0
16/07/2019;0
17/07/2019;0
18/07/2019;0
19/07/2019;0
20/07/2019;0,01
21/07/2019;0
22/07/2019;0
23/07/2019;0
24/07/2019;0,01
25/07/2019;0,01
26/07/2019;0
27/07/2019;0,01
28/07/2019;0,01
29/07/2019;0
30/07/2019;0
31/07/2019;0
01/08/2019;0
02/08/2019;0
03/08/2019;0,14
04/08/2019;0,17
05/08/2019;0
06/08/2019;0
07/08/2019;0,02
08/08/2019;0,01
09/08/2019;0
10/08/2019;0
11/08/2019;0
12/08/2019;0
13/08/2019;0
14/08/2019;0
15/08/2019;0
16/08/2019;0
17/08/2019;0
18/08/2019;0
19/08/2019;0,02
20/08/2019;0,01
21/08/2019;0
22/08/2019;0
23/08/2019;0
24/08/2019;0
25/08/2019;0
26/08/2019;0
27/08/2019;0
28/08/2019;0
29/08/2019;0
30/08/2019;0
31/08/2019;12,16
01/09/2019;3,1
02/09/2019;0
03/09/2019;0
04/09/2019;0
05/09/2019;0
06/09/2019;0
07/09/2019;0
08/09/2019;0
09/09/2019;0
10/09/2019;0
11/09/2019;0
12/09/2019;0
13/09/2019;0,08
14/09/2019;0,17
15/09/2019;0,08
16/09/2019;0,1
17/09/2019;0
18/09/2019;0
19/09/2019;0
20/09/2019;0
21/09/2019;0
22/09/2019;0
23/09/2019;0
24/09/2019;0
25/09/2019;0
26/09/2019;0,5
27/09/2019;0,05
28/09/2019;1,65
29/09/2019;0,76
30/09/2019;10,64
01/10/2019;4,71
02/10/2019;0
03/10/2019;0
04/10/2019;0
05/10/2019;0
06/10/2019;0
07/10/2019;0
08/10/2019;0
09/10/2019;0
10/10/2019;0
11/10/2019;0
12/10/2019;0
13/10/2019;0
14/10/2019;0
15/10/2019;0
16/10/2019;0
17/10/2019;0
18/10/2019;0
19/10/2019;0,01
20/10/2019;0,02
21/10/2019;0
22/10/2019;0
23/10/2019;0
24/10/2019;0
25/10/2019;0
26/10/2019;0
27/10/2019;0
28/10/2019;0
29/10/2019;0
30/10/2019;0
31/10/2019;0,15
01/11/2019;0,18
02/11/2019;7,63
03/11/2019;3,12
04/11/2019;0,14
05/11/2019;0
06/11/2019;0
07/11/2019;0,19
08/11/2019;0,19
09/11/2019;0
10/11/2019;0
11/11/2019;0,12
12/11/2019;0,19
13/11/2019;1,59
14/11/2019;0,57
15/11/2019;0,11
16/11/2019;0
17/11/2019;0
18/11/2019;0
19/11/2019;0
20/11/2019;0
21/11/2019;0
22/11/2019;0
23/11/2019;0
24/11/2019;0
25/11/2019;0
26/11/2019;2,78
27/11/2019;5,11
28/11/2019;0
29/11/2019;1,21
30/11/2019;0,56
01/12/2019;0,07
02/12/2019;0,53
03/12/2019;1,1
04/12/2019;20,91
05/12/2019;2,9
06/12/2019;0,42
07/12/2019;0,07
08/12/2019;0,4
09/12/2019;9,21
10/12/2019;14,88
11/12/2019;1,43
12/12/2019;0
13/12/2019;3,65
14/12/2019;2,33
15/12/2019;8,23
16/12/2019;14,7
17/12/2019;5,31
18/12/2019;1,34
19/12/2019;0,24
20/12/2019;3,26
21/12/2019;2,81
22/12/2019;2,39
23/12/2019;10,68
24/12/2019;0,35
25/12/2019;25,75
26/12/2019;7,72
27/12/2019;14,73
28/12/2019;3,83
29/12/2019;1,28
30/12/2019;5,42
31/12/2019;7,06
01/01/2020;5,41
02/01/2020;2,11
03/01/2020;9,21
04/01/2020;2,33
05/01/2020;15,64
06/01/2020;42,8
07/01/2020;18,46
08/01/2020;18,92
09/01/2020;26,31
10/01/2020;15,51
11/01/2020;10,5
12/01/2020;0,67
13/01/2020;1,42
14/01/2020;0,17
15/01/2020;0,88
16/01/2020;1,4
17/01/2020;0,25
18/01/2020;10,1
19/01/2020;17,5
20/01/2020;16,51
21/01/2020;9,65
22/01/2020;2,28
23/01/2020;1,28
24/01/2020;2,99
25/01/2020;10,99
26/01/2020;2,42
27/01/2020;13,58
28/01/2020;2,33
29/01/2020;0,1
30/01/2020;11,17
31/01/2020;46,85
01/02/2020;33,35
02/02/2020;24,14
03/02/2020;2,11
04/02/2020;1,52
05/02/2020;2,84
06/02/2020;1,58
07/02/2020;21,82
08/02/2020;2,56
09/02/2020;0,38
10/02/2020;7,64
11/02/2020;14,36
12/02/2020;12,36
13/02/2020;1,44
14/02/2020;0,46
15/02/2020;3,14
16/02/2020;12,37
17/02/2020;42,17
18/02/2020;2,54
19/02/2020;6,89
20/02/2020;3,07
21/02/2020;21,02
22/02/2020;40,92
23/02/2020;18,81
24/02/2020;12
25/02/2020;48,97
26/02/2020;17,86
27/02/2020;19,53
28/02/2020;30,79
29/02/2020;30,88
01/03/2020;13,25
02/03/2020;7,88
03/03/2020;12,58
04/03/2020;19,75
05/03/2020;7,13
06/03/2020;11,03
07/03/2020;37,61
08/03/2020;27,9
09/03/2020;27,07
10/03/2020;0,56
11/03/2020;0,05
12/03/2020;0,01
13/03/2020;29,05
14/03/2020;4,63
15/03/2020;12,87
16/03/2020;14,63
17/03/2020;20,6
18/03/2020;4,55
19/03/2020;1,95
20/03/2020;0,81
21/03/2020;0,34
22/03/2020;0,89
23/03/2020;21,83
24/03/2020;1,05
25/03/2020;1,82
26/03/2020;0,36
27/03/2020;9,78
28/03/2020;18,73
29/03/2020;2,69
30/03/2020;0,6
31/03/2020;0,91
01/04/2020;1,21
02/04/2020;1,51
03/04/2020;1,46
04/04/2020;21,89
05/04/2020;50,7
06/04/2020;6,13
07/04/2020;4,42
08/04/2020;2,67
09/04/2020;9,37
10/04/2020;16,5
11/04/2020;18,38
12/04/2020;17,51
13/04/2020;41,08
14/04/2020;14,32
15/04/2020;5,62
16/04/2020;20,28
17/04/2020;11,37
18/04/2020;3,41
19/04/2020;3,64
20/04/2020;23,9
21/04/2020;26,42
22/04/2020;1,4
23/04/2020;0,31
24/04/2020;0,02
25/04/2020;2,08
26/04/2020;3,18
27/04/2020;0,06
28/04/2020;11,14
29/04/2020;16,49
30/04/2020;4,34
01/05/2020;0,79
02/05/2020;2,76
03/05/2020;2,72
04/05/2020;22,53
05/05/2020;3,73
06/05/2020;0,32
07/05/2020;0,16
08/05/2020;1,98
09/05/2020;8,57
10/05/2020;13,48
11/05/2020;9,85
12/05/2020;2,04
13/05/2020;0,5
14/05/2020;0,06
15/05/2020;0
16/05/2020;0,01
17/05/2020;0,35
18/05/2020;2,34
19/05/2020;4,97
20/05/2020;5,63
21/05/2020;10,49
22/05/2020;6,88
23/05/2020;1,91
24/05/2020;0,02
25/05/2020;25,94
26/05/2020;22,49
27/05/2020;22,62
28/05/2020;31,24
29/05/2020;13,12
30/05/2020;11,77
31/05/2020;6,88
01/06/2020;2,38
02/06/2020;1,27
03/06/2020;0,09
04/06/2020;0
05/06/2020;0,92
06/06/2020;0,11
07/06/2020;0,2
08/06/2020;0,07
09/06/2020;0,38
10/06/2020;0,01
11/06/2020;0,03
12/06/2020;0
13/06/2020;4,87
14/06/2020;16,25
15/06/2020;7,25
16/06/2020;0,89
17/06/2020;0,03
18/06/2020;0
19/06/2020;0,01
20/06/2020;0
21/06/2020;0,84
22/06/2020;0,22
23/06/2020;0,03
24/06/2020;0,64
25/06/2020;0,2
26/06/2020;0,01
27/06/2020;0,01
28/06/2020;0,01
29/06/2020;0,05
30/06/2020;0
01/07/2020;0,21
02/07/2020;3,19
03/07/2020;1,13
04/07/2020;0
05/07/2020;0,35
06/07/2020;5,18
07/07/2020;0,23
08/07/2020;0,12
09/07/2020;0,02
10/07/2020;0,54
11/07/2020;0,13
12/07/2020;0
13/07/2020;0
14/07/2020;0
15/07/2020;6,2
16/07/2020;0,26
17/07/2020;0,21
18/07/2020;0,27
19/07/2020;2,73
20/07/2020;0,42
21/07/2020;0,16
22/07/2020;0,03
23/07/2020;0
24/07/2020;0,1
25/07/2020;0,01
26/07/2020;0
27/07/2020;0,03
28/07/2020;0,03
29/07/2020;0
30/07/2020;0
31/07/2020;0
01/08/2020;0
02/08/2020;0
03/08/2020;0
04/08/2020;0
05/08/2020;0,68
06/08/2020;0,13
07/08/2020;0,07
08/08/2020;0,02
09/08/2020;0,61
10/08/2020;1,98
11/08/2020;14,21
12/08/2020;3,31
13/08/2020;0,55
14/08/2020;0,12
15/08/2020;1,94
16/08/2020;0,54
17/08/2020;0
18/08/2020;0,51
19/08/2020;0,14
20/08/2020;0,06
21/08/2020;0
22/08/2020;0
23/08/2020;0,01
24/08/2020;0
25/08/2020;0
26/08/2020;0
27/08/2020;0
28/08/2020;0,05
29/08/2020;0,53
30/08/2020;0,02
31/08/2020;0,01
01/09/2020;0,01
02/09/2020;0,27
03/09/2020;1,9
04/09/2020;0,91
05/09/2020;0,33
06/09/2020;0,1
07/09/2020;0,03
08/09/2020;0
09/09/2020;0
10/09/2020;0
11/09/2020;0
12/09/2020;0
13/09/2020;0
14/09/2020;0
15/09/2020;0
16/09/2020;0,21
17/09/2020;0,1
18/09/2020;0
19/09/2020;0
20/09/2020;0
21/09/2020;1,42
22/09/2020;1,31
23/09/2020;0,14
24/09/2020;0
25/09/2020;0,03
26/09/2020;0,61
27/09/2020;1,51
28/09/2020;0,6
29/09/2020;0,06
30/09/2020;0,04
01/10/2020;0,57
02/10/2020;0,73
03/10/2020;0,12
04/10/2020;0,1
05/10/2020;0,05
06/10/2020;0,08
07/10/2020;0,01
08/10/2020;0,01
09/10/2020;0,08
10/10/2020;6,21
11/10/2020;0,49
12/10/2020;4,8
13/10/2020;0,54
14/10/2020;3,42
15/10/2020;1,87
16/10/2020;0,26
17/10/2020;0,16
18/10/2020;0,33
19/10/2020;4,29
20/10/2020;3,11
21/10/2020;1,54
22/10/2020;6,09
23/10/2020;3,04
24/10/2020;4,82
25/10/2020;8,6
26/10/2020;5,35
27/10/2020;1,6
28/10/2020;0,47
29/10/2020;2,57
30/10/2020;7,18
31/10/2020;35,29
01/11/2020;9,63
02/11/2020;25,98
03/11/2020;5,24
04/11/2020;0,06
05/11/2020;0,57
06/11/2020;0,17
07/11/2020;0,1
08/11/2020;0,22
09/11/2020;13,12
10/11/2020;4,33
11/11/2020;7,48
12/11/2020;2,7
13/11/2020;0
14/11/2020;3,27
15/11/2020;4,15
16/11/2020;2,95
17/11/2020;1
18/11/2020;0,53
19/11/2020;1,24
20/11/2020;6,47
21/11/2020;1,57
22/11/2020;6,68
23/11/2020;3,27
24/11/2020;1,4
25/11/2020;0,13
26/11/2020;4,54
27/11/2020;6,89
28/11/2020;7,89
29/11/2020;15,85
30/11/2020;3,93
01/12/2020;2,05
02/12/2020;17,5
03/12/2020;20,47
04/12/2020;29,32
05/12/2020;59,62
06/12/2020;11,02
07/12/2020;17,6
08/12/2020;9,38
09/12/2020;13,24
10/12/2020;14,2
11/12/2020;12,26
12/12/2020;34,26
13/12/2020;24,63
14/12/2020;5,23
15/12/2020;21,17
16/12/2020;10,88
17/12/2020;23,08
18/12/2020;23,89
19/12/2020;17,87
20/12/2020;1,95
21/12/2020;3,1
22/12/2020;8,57
23/12/2020;1,04
24/12/2020;2,22
25/12/2020;2,24
26/12/2020;3,9
27/12/2020;47,82
28/12/2020;33,78
29/12/2020;18,72
30/12/2020;38,73
31/12/2020;15,2
01/01/2021;17,66
02/01/2021;19,98
03/01/2021;12,2
04/01/2021;13,65
05/01/2021;30,04
06/01/2021;14,13
07/01/2021;57,83
08/01/2021;8,83
09/01/2021;5,06
10/01/2021;9,38
11/01/2021;5,78
12/01/2021;1,87
13/01/2021;16,46
14/01/2021;0,85
15/01/2021;0,63
16/01/2021;3,57
17/01/2021;3,35
18/01/2021;11,57
19/01/2021;5,47
20/01/2021;14,28
21/01/2021;8,89
22/01/2021;26,7
23/01/2021;21,64
24/01/2021;34,69
25/01/2021;17,02
26/01/2021;16,17
27/01/2021;34,32
28/01/2021;19,1
29/01/2021;5,78
30/01/2021;5,57
31/01/2021;21,17
01/02/2021;4,95
02/02/2021;6,82
03/02/2021;12,93
04/02/2021;28,55
05/02/2021;16,33
06/02/2021;13,47
07/02/2021;5,21
08/02/2021;33,85
09/02/2021;9,37
10/02/2021;20,65
11/02/2021;4,33
12/02/2021;14,61
13/02/2021;19,21
14/02/2021;19,41
15/02/2021;22,32
16/02/2021;41,16
17/02/2021;31,95
18/02/2021;0,43
19/02/2021;2,24
20/02/2021;11,92
21/02/2021;13,35
22/02/2021;2,57
23/02/2021;35,77
24/02/2021;19,24
25/02/2021;24,59
26/02/2021;25,83
27/02/2021;57,12
28/02/2021;5,36
01/03/2021;22,12
02/03/2021;27,67
03/03/2021;5,36
04/03/2021;9,39
05/03/2021;25,9
06/03/2021;28,96
07/03/2021;5,96
08/03/2021;1,69
09/03/2021;2,19
10/03/2021;1,11
11/03/2021;1,23
12/03/2021;6,48
13/03/2021;13,83
14/03/2021;1,96
15/03/2021;4,05
16/03/2021;3,35
17/03/2021;14,82
18/03/2021;19,43
19/03/2021;23,59
20/03/2021;3,15
21/03/2021;35,54
22/03/2021;8,13
23/03/2021;15,95
24/03/2021;11,45
25/03/2021;4,04
26/03/2021;0,22
27/03/2021;9,54
28/03/2021;0,95
29/03/2021;2,37
30/03/2021;4,46
31/03/2021;3,07
01/04/2021;8,04
02/04/2021;2,39
03/04/2021;3,79
04/04/2021;14,37
05/04/2021;1,37
06/04/2021;18,15
07/04/2021;13,67
08/04/2021;6,35
09/04/2021;0,95
10/04/2021;1,41
11/04/2021;1,57
12/04/2021;1,59
13/04/2021;0,32
14/04/2021;0,02
15/04/2021;0
16/04/2021;0,06
17/04/2021;0,46
18/04/2021;0,32
19/04/2021;0,64
20/04/2021;0
21/04/2021;0
22/04/2021;0
23/04/2021;0
24/04/2021;10,18
25/04/2021;6,14
26/04/2021;0
27/04/2021;0,4
28/04/2021;7,59
29/04/2021;1,3
30/04/2021;0,43
01/05/2021;2,84
02/05/2021;4,55
03/05/2021;3,51
04/05/2021;0,02
05/05/2021;0,07
06/05/2021;0,1
07/05/2021;9,36
08/05/2021;4,64
09/05/2021;0
10/05/2021;0
11/05/2021;0,95
12/05/2021;0,32
13/05/2021;0
14/05/2021;0
15/05/2021;0,25
16/05/2021;0,18
17/05/2021;2,88
18/05/2021;8,98
19/05/2021;5,57
20/05/2021;0,75
21/05/2021;0,13
22/05/2021;0,77
23/05/2021;1,34
24/05/2021;0,55
25/05/2021;0,23
26/05/2021;0
27/05/2021;0,51
28/05/2021;4,96
29/05/2021;0,99
30/05/2021;0,84
31/05/2021;0,73
01/06/2021;2,34
02/06/2021;0,5
03/06/2021;0,43
04/06/2021;0,78
05/06/2021;0,4
06/06/2021;0
07/06/2021;0,45
08/06/2021;1,33
09/06/2021;3,46
10/06/2021;4,59
11/06/2021;4,93
12/06/2021;1,65
13/06/2021;0,07
14/06/2021;2,11
15/06/2021;3
16/06/2021;9,08
17/06/2021;11,97
18/06/2021;0,52
19/06/2021;1,05
20/06/2021;2,7
21/06/2021;2,22
22/06/2021;0,7
23/06/2021;17,23
24/06/2021;34,92
25/06/2021;3,45
26/06/2021;0,07
27/06/2021;3,28
28/06/2021;18,5
29/06/2021;3,65
30/06/2021;0,85
01/07/2021;0,09
02/07/2021;0
03/07/2021;0
04/07/2021;0
05/07/2021;0
06/07/2021;0
07/07/2021;0,01
08/07/2021;3,15
09/07/2021;4,6
10/07/2021;0,41
11/07/2021;0
12/07/2021;0
13/07/2021;0
14/07/2021;0
15/07/2021;0
16/07/2021;0
17/07/2021;0,13
18/07/2021;0,03
19/07/2021;0
20/07/2021;0
21/07/2021;0
22/07/2021;0
23/07/2021;0,23
24/07/2021;0,01
25/07/2021;0
26/07/2021;0
27/07/2021;0
28/07/2021;0
29/07/2021;0
30/07/2021;0
31/07/2021;0,65
01/08/2021;0,22
02/08/2021;3,76
03/08/2021;1,09
04/08/2021;0,02
05/08/2021;0
06/08/2021;0
07/08/2021;0
08/08/2021;0
09/08/2021;0
10/08/2021;0
11/08/2021;0
12/08/2021;0,06
13/08/2021;1,03
14/08/2021;0,27
15/08/2021;0,61
16/08/2021;0,23
17/08/2021;0,02
18/08/2021;0,45
19/08/2021;0,89
20/08/2021;0,08
21/08/2021;0
22/08/2021;0
23/08/2021;0
24/08/2021;0
25/08/2021;0
26/08/2021;0
27/08/2021;0
28/08/2021;0,14
29/08/2021;0,07
30/08/2021;0,02
31/08/2021;0
01/09/2021;0
02/09/2021;0
03/09/2021;0
04/09/2021;0,04
05/09/2021;0,01
06/09/2021;0,36
07/09/2021;4,24
08/09/2021;1,08
09/09/2021;0,07
10/09/2021;0
11/09/2021;8,43
12/09/2021;6,68
13/09/2021;2,7
14/09/2021;31,88
15/09/2021;2,2
16/09/2021;0,69
17/09/2021;0,13
18/09/2021;0
19/09/2021;0
20/09/2021;0,87
21/09/2021;2,03
22/09/2021;3,15
23/09/2021;1,74
24/09/2021;0,67
25/09/2021;0,57
26/09/2021;2,1
27/09/2021;1,93
28/09/2021;0,68
29/09/2021;0
30/09/2021;0,32
01/10/2021;0,48
02/10/2021;0
03/10/2021;0,77
04/10/2021;7,23
05/10/2021;1,85
06/10/2021;2,71
07/10/2021;0,26
08/10/2021;0,39
09/10/2021;0,06
10/10/2021;0
11/10/2021;0
12/10/2021;0
13/10/2021;0
14/10/2021;0
15/10/2021;0
16/10/2021;1,08
17/10/2021;1,88
18/10/2021;3,65
19/10/2021;1,97
20/10/2021;0,36
21/10/2021;0,69
22/10/2021;0,87
23/10/2021;0,37
24/10/2021;0,01
25/10/2021;2,78
26/10/2021;1,7
27/10/2021;0,7
28/10/2021;2,27
29/10/2021;0,32
30/10/2021;1,07
31/10/2021;2,44
01/11/2021;5,38
02/11/2021;1,92
03/11/2021;0,24
04/11/2021;11,9
05/11/2021;5,54
06/11/2021;1,35
07/11/2021;0,47
08/11/2021;0,62
09/11/2021;0,74
10/11/2021;7,11
11/11/2021;23,71
12/11/2021;20,89
13/11/2021;15,87
14/11/2021;34,8
15/11/2021;9,36
16/11/2021;6,25
17/11/2021;3,44
18/11/2021;0,95
19/11/2021;6,96
20/11/2021;14,81
21/11/2021;5,21
22/11/2021;0,84
23/11/2021;12,95
24/11/2021;10,23
25/11/2021;0,38
26/11/2021;17,54
27/11/2021;2,33
28/11/2021;44,53
29/11/2021;16,6
30/11/2021;26,01
01/12/2021;19,57
02/12/2021;14,94
03/12/2021;17,56
04/12/2021;5,55
05/12/2021;4,53
06/12/2021;7,58
07/12/2021;3,17
08/12/2021;16,26
09/12/2021;23,88
10/12/2021;8,98
11/12/2021;14,88
12/12/2021;22,1
13/12/2021;13,95
14/12/2021;36,14
15/12/2021;20,3
16/12/2021;0,29
17/12/2021;0,67
18/12/2021;0,11
19/12/2021;6,87
20/12/2021;10,96
21/12/2021;12,69
22/12/2021;0,61
23/12/2021;5,28
24/12/2021;1,73
25/12/2021;14,87
26/12/2021;19,17
27/12/2021;28,19
28/12/2021;21,75
29/12/2021;6,84
30/12/2021;35,53
31/12/2021;32,76
01/01/2022;7,94
02/01/2022;21,95
03/01/2022;14,6
04/01/2022;7,64
05/01/2022;1,12
06/01/2022;9,6
07/01/2022;39,13
08/01/2022;3,96
09/01/2022;9,39
10/01/2022;4,92
11/01/2022;24,54
12/01/2022;5,7
13/01/2022;1,85
14/01/2022;0,74
15/01/2022;1,1
16/01/2022;2,25
17/01/2022;3,59
18/01/2022;18,2
19/01/2022;22,11
20/01/2022;28,92
21/01/2022;10,13
22/01/2022;5,31
23/01/2022;0,53
24/01/2022;0,04
25/01/2022;1,59
26/01/2022;2,16
27/01/2022;1,76
28/01/2022;13,64
29/01/2022;27,85
30/01/2022;22,94
31/01/2022;6,07
01/02/2022;4,42
02/02/2022;3,83
03/02/2022;6,02
04/02/2022;17,96
05/02/2022;2,68
06/02/2022;13,31
07/02/2022;9,39
08/02/2022;3,5
09/02/2022;24,28
10/02/2022;8,72
11/02/2022;10,64
12/02/2022;17,43
13/02/2022;12,74
14/02/2022;4,43
15/02/2022;0,39
16/02/2022;2,2
17/02/2022;7,57
18/02/2022;14,58
19/02/2022;0,17
20/02/2022;2,27
21/02/2022;17,43
22/02/2022;10,72
23/02/2022;28,74
24/02/2022;20,85
25/02/2022;29,26
26/02/2022;8,52
27/02/2022;8,86
28/02/2022;16,98
01/03/2022;4,93
02/03/2022;3,27
03/03/2022;1,21
04/03/2022;11,8
05/03/2022;22
06/03/2022;17,28
07/03/2022;24,98
08/03/2022;11,23
09/03/2022;9,15
10/03/2022;25,43
11/03/2022;10,75
12/03/2022;5,4
13/03/2022;28,4
14/03/2022;8,33
15/03/2022;2,32
16/03/2022;8,84
17/03/2022;0,02
18/03/2022;0,27
19/03/2022;19,72
20/03/2022;25,93
21/03/2022;12,97
22/03/2022;17,42
23/03/2022;3,09
24/03/2022;0,74
25/03/2022;20,73
26/03/2022;11,93
27/03/2022;19,25
28/03/2022;7,8
